All for One Steeb AG,511000,DE0005110001
aap Implantate AG,506660,DE0005066609
ATOSS Software AG,510440,DE0005104400
11880 Solutions AG,511880,DE0005118806
VIB Vermögen AG,245751,DE0002457512
BAVARIA Industries Group AG,260555,DE0002605557
FinLab AG,121806,DE0001218063
zooplus AG,511170,DE0005111702
Energiedienst Holding AG,A0Q40B,CH0039651184
Basler AG,510200,DE0005102008
United Internet AG,508903,DE0005089031
Alexanderwerk AG,503200,DE0005032007
Ahlers AG,500970,DE0005009708
Adler Real Estate AG,500800,DE0005008007
Fritz Nols AG,507090,DE0005070908
GERRY WEBER AG,330410,DE0003304101
syzygy AG,510480,DE0005104806
Neschen AG,502130,DE0005021307
Amadeus FiRe AG,509310,DE0005093108
QSC AG,513700,DE0005137004
Baader Bank AG,508810,DE0005088108
ADVA SE,510300,DE0005103006
B+S Banksysteme AG,126215,DE0001262152
TDMi AG,509800,DE0005098008
Erlebnis Akademie AG,164456,DE0001644565
SCHWÄLBCHEN MOLKEREI Jakob Berz AG,721890,DE0007218901
Scherzer & Co. AG,694280,DE0006942808
Pittler Maschinenfabik AG i.A.,692500,DE0006925001
publity AG,697250,DE0006972508
KWS SAAT SE,707400,DE0007074007
Schumag AG,721670,DE0007216707
WASGAU Produktions & Handels AG,701600,DE0007016008
Schaltbau Holding AG,717030,DE0007170300
Windhoff AG,701850,DE0007018509
Sedlmayr Grund und Immobilien KGaA,722400,DE0007224008
Progress-Werk Oberkirch AG,696800,DE0006968001
RWE AG St.,703712,DE0007037129
Koenig & Bauer AG,719350,DE0007193500
PUMA SE,696960,DE0006969603
Pongs & Zahn AG,695400,DE0006954001
Rheinmetall AG,703000,DE0007030009
SNP Schneider-Neureither & Partner SE,720370,DE0007203705
Sartorius AG St.,716560,DE0007165607
RHÖN-KLINIKUM AG,704230,DE0007042301
RATIONAL AG,701080,DE0007010803
Daimler AG,710000,DE0007100000
SAP SE,716460,DE0007164600
PRO DV AG,696780,DE0006967805
REALTECH AG,700890,DE0007008906
First Sensor AG,720190,DE0007201907
1&1 Drillisch AG,554550,DE0005545503
EASY SOFTWARE AG,563400,DE0005634000
Eckert & Ziegler Strahlen- und Medizintechnik AG,565970,DE0005659700
edel AG,564950,DE0005649503
EVOTEC AG,566480,DE0005664809
Fernheizwerk Neukölln AG,576790,DE0005767909
SMT Scharf AG,575198,DE0005751986
Dierig Holding AG,558000,DE0005580005
DISKUS WERKE AG,553860,DE0005538607
Draegerwerk AG & Co. KGaA,555060,DE0005550602
Eisen- und Hüttenwerke AG,565800,DE0005658009
init innovation in traffic systems SE,575980,DE0005759807
Umweltbank AG,557080,DE0005570808
Fraport AG,577330,DE0005773303
Deutsche Grundstücksauktionen AG,553340,DE0005533400
LS telcom AG,575440,DE0005754402
Elmos Semiconductor AG,567710,DE0005677108
Funkwerk AG,575314,DE0005753149
Fielmann AG,577220,DE0005772206
Paragon AG,555869,DE0005558696
Dürr AG,556520,DE0005565204
Deutsche Post AG,555200,DE0005552004
Eifelhöhen-Klinik AG,565360,DE0005653604
EUWAX AG,566010,DE0005660104
Deutsche Telekom AG,555750,DE0005557508
Carl Zeiss Meditec AG,531370,DE0005313704
CEWE Stiftung & Co. KGaA,540390,DE0005403901
NanoFocus AG,540066,DE0005400667
BBI Bürgerliches Brauhaus Immobilien AG,528000,DE0005280002
Moninger Holding AG,524730,DE0005247308
Homag Group AG,529720,DE0005297204
MOBOTIX AG,521830,DE0005218309
UMT United Mobility Technology AG,528610,DE0005286108
ORBIS AG,522877,DE0005228779
Babcock-BSH AG,528400,DE0005284004
EnBW,522000,DE0005220008
Berliner Effektengesellschaft AG,522130,DE0005221303
S&O AGRAR AG,523620,DE0005236202
Bremer Lagerhaus-Gesellschaft AG,526160,DE0005261606
BÖWE SYSTEC AG,523970,DE0005239701
Brüder Mannesmann AG,527550,DE0005275507
InnoTec AG,540510,DE0005405104
Biotest AG,522720,DE0005227201
Bijou Brigitte AG,522950,DE0005229504
Heidelberger Beteiligungsholding AG,525000,DE0005250005
NEXUS AG,522090,DE0005220909
Energiekontor AG,531350,DE0005313506
Bertrandt AG,523280,DE0005232805
CENIT AG,540710,DE0005407100
CeoTronics AG,540740,DE0005407407
Fresenius Medical Care AG & Co. KGaA (FMC) St.,578580,DE0005785802
InTiCa Systems AG,587484,DE0005874846
ecotel communication ag,585434,DE0005854343
YOC AG,593273,DE0005932735
PRIMAG AG,587032,DE0005870323
InVision AG,585969,DE0005859698
Froehlich Bau AG,579030,DE0005790307
m+s Elektronik AG,661740,DE0006617400
MEDION AG,660500,DE0006605009
Ringmetall Aktiengesellschaft,600190,DE0006001902
Fresenius SE & Co. KGaA (St.),578560,DE0005785604
HAMBORNER REIT AG,601300,DE0006013006
Greiffenberger AG,589730,DE0005897300
MATERNUS-Kliniken AG,604400,DE0006044001
MorphoSys AG,663200,DE0006632003
Medical Columbus AG,661830,DE0006618309
New-York Hamburger Gummi-Waaren Compagnie AG,676550,DE0006765506
vPE WertpapierhandelsBank AG,691160,DE0006911605
Merck KGaA,659990,DE0006599905
Mühl Product & Service und Thüringer Baustoffhandel AG,662810,DE0006628100
MS Industrie AG,585518,DE0005855183
OHB SE,593612,DE0005936124
Grammer AG,589540,DE0005895403
Deutsche Börse AG,581005,DE0005810055
FUCHS PETROLUB SE St.,579040,DE0005790406
NORDWEST HANDEL AG,677550,DE0006775505
PARK & Bellheimer AG,690200,DE0006902000
Solar-Fabrik AG,661471,DE0006614712
Verallia Deutschland AG,685160,DE0006851603
Mineralbrunnen Überkingen-Teinach GmbH & Co. KGaA St,661400,DE0006614001
DMG MORI,587800,DE0005878003
HAWESKO Holding AG,604270,DE0006042708
Bilfinger SE,590900,DE0005909006
MAN,593700,DE0005937007
FORIS AG,577580,DE0005775803
Nucletron Electronic AG,678960,DE0006789605
Audi AG,675700,DE0006757008
MediClin AG,659510,DE0006595101
PA Power Automation AG,692440,DE0006924400
GEA AG,660200,DE0006602006
MOLOGEN AG,663720,DE0006637200
FORTEC Elektronik AG,577410,DE0005774103
GFT SE,580060,DE0005800601
Hyrican AG,600450,DE0006004500
